,Date,Index_Component_Count,Internal_Number,ISIN,SEDOL,Instrument_Name,Country,Currency,exchange,ICB,Mcap_Units_Index_Currency,InfoCode,closePrice_Cutoff,freeFloat_Cutoff,Free_Float,Capfactor,Free_Float_Market_Cutoff,Full_Market_Cap_Cutoff,FOR_FF,Weight
65434,2011-06-20,1604,IN06AL,INE824G01012,B0BV6C,Jindal South Wes,IN,INR,0,30202010,22500265,147921.0,1080.0,0.5709,0.5709,0.1746365,26532737.138935503,266125807.75949997,0.1,3.78e-05
65435,2011-06-20,1604,IN17S5,INE593D01010,B03M8K,SOLVAY PHARMA INDIA,IN,INR,0,20103015,25921814,230240.0,2125.0,0.11,0.11,1.0,26204309.56772379,238220996.07021627,0.11,4.36e-05
65437,2011-06-20,1604,IN02FM,INE306A01021,B00YYR,Bajaj Hindustan,IN,INR,0,45102035,16998426,5521.0,67.65,0.0633,0.0633,1.0,18191606.24963431,287387144.54398596,0.06,2.86e-05
65438,2011-06-20,1604,IN043C,INE188A01015,641888,FERT.& CHEMS.TRAVANCORE,IN,INR,0,55201015,5334741,5162.0,39.349991,0.01,0.01,1.0,5652649.642109544,565264964.2109544,0.01,8.97e-06
65442,2011-06-20,1604,IN17R4,INE949H01015,B233MM,MAN INFRACONSTRUCTION,IN,INR,0,50101010,12181369,229495.0,129.75,0.3,0.3,0.3232333,13826278.027038744,142583061.28564873,0.1,2.05e-05
65459,2011-06-20,1604,IN0AJY,INE517B01013,632606,Tata Tele Ma,IN,INR,0,15102015,85428173,11956.0,15.6,0.2227,0.2227,0.5336507,78085289.6064275,657040174.104372,0.12,0.000143627
65462,2011-06-20,1604,IN05AK,INE176B01026,670977,Havells India,IN,INR,0,50202010,113843869,4741.0,409.4,0.3652,0.3652,0.274644,113744544.99359241,1134043446.6089633,0.1,0.000191401
65473,2011-06-20,1604,IN08CP,INE347G01014,B00KT6,Petronet Lng,IN,INR,0,65102020,205406501,18651.0,136.6,0.348,0.348,0.2528736,200147262.41429514,2274400378.431481,0.09,0.000345341
65482,2011-06-20,1604,IN02W3,INE483A01010,B236VP,Central Bank IN,IN,INR,0,30101010,214383001,141232.0,120.2,0.1303,0.1303,1.0,224831523.22871718,1725491352.4843988,0.13,0.000360432
65499,2011-06-20,1604,IN109F,INE180K01011,B4TL22,SKS Microfinance,IN,INR,0,30201020,85918880,241653.0,358.95,0.384,0.384,0.3502604,77305004.8803914,574758427.9468055,0.13,0.000144452
65503,2011-06-20,1604,IN02NU,INE589G01011,B0PDQG,Bombay Rayon,IN,INR,0,40204020,92578285,30419.0,285.45,0.3695,0.3695,0.3228687,92308358.8692369,773749964.3445001,0.12,0.000155648
65522,2011-06-20,1604,IN02CJ,INE376G01013,674125,Biocon,IN,INR,0,20103010,64116101,18650.0,352.9,0.4059,0.4059,0.104272,66316766.06783068,1566883058.0,0.04,0.000107795
65529,2011-06-20,1604,IN05Z9,INE091G01018,B04GKH,Jai Balaji,IN,INR,0,55102010,12137056,148594.0,186.45,0.5674,0.5674,0.0877688,13147447.45622241,264004878.24214646,0.05,2.04e-05
65557,2011-06-20,1604,IN12DL,INE369I01014,B2800V,IL&FS ENGINEERING & CONSTR.,IN,INR,0,50101010,9871228,140126.0,164.65,0.1888,0.1888,0.2129237,10919175.918499725,271621328.2616854,0.04,1.66e-05
65567,2011-06-20,1604,IN089M,INE542F01012,B2NXD2,Pipavav Shipyard,IN,INR,0,50206060,54606515,215091.0,83.6,0.1105,0.1105,0.4298643,58694526.60446713,1235674110.3314836,0.05,9.18e-05
65584,2011-06-20,1604,IN117E,INE944F01028,B0VY3T,Radico Khaitan,IN,INR,0,45101015,20975157,21239.0,133.1,0.4582,0.4582,0.1200349,21536810.593084972,391578437.21466887,0.05,3.53e-05
65589,2011-06-20,1604,IN0AWB,INE228A01035,614285,Usha Martin,IN,INR,0,55102015,42862734,2083.0,54.05,0.6269,0.6269,0.1970011,45159544.20502049,365664356.3691209,0.12,7.21e-05
65593,2011-06-20,1604,IN017D,INE421A01028,B07Y0K,Aban Offshore,IN,INR,0,60101015,24552221,4952.0,584.2,0.5603,0.5603,0.0867392,27395357.00231118,563690777.6452096,0.05,4.13e-05
65596,2011-06-20,1604,IN097L,INE027A01015,610110,Rashtriya Chem,IN,INR,0,55201000,68823024,5156.0,81.3,0.075,0.075,1.0,74679320.20426898,995724269.3902531,0.08,0.000115709
65643,2011-06-20,1604,IN0AGV,INE256C01024,B05N27,Triveni Ind,IN,INR,0,45102035,29323810,45276.0,37.2,0.253,0.253,0.5533597,29815619.207793806,212968702.39015803,0.14,4.93e-05
65648,2011-06-20,1604,IN01GM,INE434A01013,658036,ANDHRA BANK,IN,INR,0,30101010,226638207,6622.0,143.15,0.3241,0.3241,0.4304227,215011762.97609475,1541302992.7750003,0.14,0.000381037
65659,2011-06-20,1604,IN0319,INE178A01016,612156,Chennai Petro,IN,INR,0,60101020,62651604,5161.0,229.95,0.2702,0.2702,0.3182828,65375467.27073084,760179740.963643,0.09,0.000105333
65960,2011-06-20,1604,TH104F,TH1016010007,B2R7SH,BANGKOK LIFE ASSURANCE,TH,THB,0,30301010,99369813,214874.0,48.0,0.74,0.74,0.0786792,110681072.77426031,1900998195.9973402,0.06,0.000167066
66035,2011-06-20,1604,CN8D3N,KYG9884T1013,B51QBN,YUZHOU GROUP HOLDINGS COMPANY,CN,HKD,0,35101010,22542914,215894.0,2.4599991,0.03,0.03,1.0,22773541.30562976,759118043.520992,0.03,3.79e-05
66477,2011-06-20,1604,ID2041,ID1000105604,B1W567,GLOBAL MEDIACOM,ID,IDR,0,40301035,129440537,3926.0,840.0,0.32,0.32,0.3192593,138815587.56703243,1358766091.2210743,0.1,0.000217623
66496,2011-06-20,1604,ID20EB,ID1000106206,B1Z5HY,MEDIA NUSNT.CITRA,ID,IDR,0,40301035,192463911,137567.0,970.0,0.22,0.22,0.5990909,207034681.11580324,1570824615.003433,0.13,0.000323581
66803,2011-06-20,1604,EV029,RU0008959580,B55XCQ,KAMAZ,RU,RUB,0,50206015,121786053,42912.0,62.799988,0.0784,0.0784,1.0,124405910.28257392,1586810080.1348715,0.08,0.000204753
66809,2011-06-20,1604,EV043,RU000A0F5UN3,B5B5BY,ENEL ROSSIYA,RU,RUB,0,65101015,94974337,26993.0,2.3409997,0.0325,0.0325,1.0,96149713.76628909,2958452731.2704334,0.03,0.000159676
66847,2011-06-20,1604,PH04GQ,PHY411571011,645581,ICTSI,PH,PHP,0,50206060,297082950,25993.0,50.1,0.1333,0.1333,1.0,298843257.2558674,2241884900.6441665,0.13,0.000499472
66995,2011-09-19,1687,IN02NU,INE589G01011,B0PDQG,Bombay Rayon,IN,INR,0,40204020,99020440,30419.0,279.0,0.3695,0.6286,0.2009227,93431878.97105266,739761458.04,0.13,0.000195184
66997,2011-09-19,1687,IN089M,INE542F01012,B2NXD2,Pipavav Shipyard,IN,INR,0,50206060,46591454,215091.0,72.7,0.1105,0.4543,0.086947,41518946.21018701,1051111974.1927185,0.04,9.18e-05
67002,2011-09-19,1687,IN117E,INE944F01028,B0VY3T,Radico Khaitan,IN,INR,0,45101015,19121414,21239.0,129.95,0.4582,0.7486,0.0744056,20830003.63470337,373967533.3556104,0.06,3.77e-05
67032,2011-09-19,1687,IN02CJ,INE376G01013,674125,Biocon,IN,INR,0,20103010,58807646,18650.0,331.0,0.4059,0.4059,0.104272,60843834.701629065,1437572720.0,0.04,0.000115919
67041,2011-09-19,1687,IN05Z9,INE091G01018,B04GKH,Jai Balaji,IN,INR,0,55102010,8165044,148594.0,126.1,0.5674,0.7137,0.0697772,8697827.460305788,174655213.23381975,0.05,1.61e-05
67052,2011-09-19,1687,IN17W9,INE619I01012,B517B1,A2Z INFRA ENGR.,IN,INR,0,50101015,39081352,244673.0,179.6,0.31,0.34,0.3252941,31996801.99422197,289302022.8755344,0.11,7.7e-05
67059,2011-09-19,1687,IN10Z5,INE121A01016,613580,Cholamandalam,IN,INR,0,30202000,57092923,4493.0,152.7,0.1534,0.3944,0.3570487,55700230.66562596,395542023.7613977,0.14,0.000112539
67070,2011-09-19,1687,IN068J,INE780C01023,633063,JM Financial,IN,INR,0,30202000,36848145,4996.0,18.0,0.3083,0.4969,0.2598108,37836053.869637735,293075583.426,0.13,7.26e-05
67104,2011-09-19,1687,IN066H,INE220G01021,674325,Jsl Limited,IN,INR,0,55102010,50760919,14319.0,91.0,0.7395,0.9248,0.1335424,45291476.31098092,366732567.49977124,0.12,0.000100057
67116,2011-09-19,1687,IN043C,INE188A01015,641888,FERT.& CHEMS.TRAVANCORE,IN,INR,0,55201015,5021218,5162.0,38.649994,0.01,0.01,1.0,5430924.487530901,543092448.7530901,0.01,9.9e-06
67130,2011-09-19,1687,IN06AL,INE824G01012,B0BV6C,Jindal South Wes,IN,INR,0,30202010,14880922,147921.0,641.9,0.5709,0.7112,0.1401856,15425621.407565128,154720377.187635,0.1,2.93e-05
67136,2011-09-19,1687,IN02HO,INE457A01014,B00PVH,BANK OF MAHARASHTRA,IN,INR,0,30101010,69271285,18815.0,50.85,0.2076,0.1419,1.0,75481315.54770182,531933161.0126978,0.14,0.000136544
67142,2011-09-19,1687,IN08CP,INE347G01014,B00KT6,Petronet Lng,IN,INR,0,65102020,239028254,18651.0,173.95,0.348,0.4,0.22,249310303.54620367,2833071631.2068596,0.09,0.00047116
67144,2011-09-19,1687,IN02W3,INE483A01010,B236VP,Central Bank IN,IN,INR,0,30101010,183103288,141232.0,99.3,0.1303,0.1303,1.0,181684921.80139524,1394358571.000731,0.13,0.000360924
67153,2011-09-19,1687,IN09Q4,INE671H01015,B1BL58,Sobha Developers,IN,INR,0,35101010,57053372,33906.0,223.0,0.2388,0.395,0.3235443,60689919.93855063,474882008.22279835,0.13,0.000112461
67168,2011-09-19,1687,IN097L,INE027A01015,610110,Rashtriya Chem,IN,INR,0,55201000,68066966,5156.0,79.05,0.075,0.075,1.0,71027836.66122435,947037822.1496581,0.08,0.00013417
67172,2011-09-19,1687,IN017D,INE421A01028,B07Y0K,Aban Offshore,IN,INR,0,60101015,16674208,4952.0,377.5,0.5603,0.5603,0.0867392,17316067.508690204,356297877.735525,0.05,3.29e-05
67192,2011-09-19,1687,IN01GM,INE434A01013,658036,ANDHRA BANK,IN,INR,0,30101010,196011527,6622.0,129.9,0.3241,0.335,0.4164179,220200168.8266932,1578495873.4869444,0.14,0.000386368
67194,2011-09-19,1687,IN0AGV,INE256C01024,B05N27,TRIVENI ENGR.& INDS.,IN,INR,0,45102035,17292745,45276.0,21.9,0.253,0.3,0.4666667,17169669.246657297,122640485.858946,0.14,3.41e-05
67200,2011-09-19,1687,IN0319,INE178A01016,612156,Chennai Petro,IN,INR,0,60101020,53398060,5161.0,204.0,0.2702,0.2702,0.3182828,56732048.065221466,659674881.15936,0.09,0.000105255
67205,2011-09-19,1687,IN05AK,INE176B01026,670977,Havells India,IN,INR,0,50202010,94366060,4741.0,335.0,0.3652,0.4679,0.214362,91042549.33525977,907702569.001512,0.1,0.000186009
67209,2011-09-19,1687,IN0AJY,INE517B01013,632606,Tata Tele Ma,IN,INR,0,15102015,84416149,11956.0,18.75,0.2227,0.2227,0.5336507,91804253.12193985,772476900.0510451,0.12,0.000166397
67627,2011-09-19,1687,CN8D3N,KYG9884T1013,B51QBN,YUZHOU GROUP HOLDINGS COMPANY,CN,HKD,0,35101010,17549273,215894.0,2.2199994,0.03,0.03,1.0,20519510.613987997,683983687.1329333,0.03,3.46e-05
68109,2011-09-19,1687,TH117J,TH0171B10Z05,679179,KGI SECURITIES,TH,THB,0,30202015,19423677,35054.0,2.3199997,0.65,0.65,0.2158462,21632053.244433183,154184238.1960516,0.14,3.83e-05
68110,2011-09-19,1687,TH501G,TH0219010004,690707,TIPCO ASPHALT,TH,THB,0,50101035,20351472,35646.0,49.0,0.45,0.45,0.1845356,20711419.26837402,249411908.33607316,0.08,4.01e-05
68263,2011-09-19,1687,412532,TRABRISA91E3,B03MQ6,BRISA BRIDGESTONE SABANCI,TR,TRY,0,40101015,77680877,35434.0,124.5,0.1275,0.1275,1.0,68814066.25337344,539718166.693125,0.13,0.00015312
68444,2011-09-19,1687,ID12FD,ID1000117609,B3R589,BUMI RESOURCES MINERALS,ID,IDR,0,55102000,251891883,244138.0,640.0,0.13,0.13,1.0,249334996.01325753,1917961507.7942886,0.13,0.000496516
68453,2011-09-19,1687,ID20EB,ID1000106206,B1Z5HY,MEDIA NUSNT.CITRA,ID,IDR,0,40301035,221023373,137567.0,990.0,0.22,0.22,0.5995455,211911006.2031531,1606603412.7150795,0.13,0.00043567
68467,2011-09-19,1687,ID2041,ID1000105604,B1W567,GLOBAL MEDIACOM,ID,IDR,0,40301035,188137516,3926.0,770.0,0.32,0.32,0.4325,172532444.26551822,1246621707.1207964,0.14,0.000370847
68489,2011-09-19,1687,EV060,RU000A0JPNM1,B5B2VL,INTER RAO UES,RU,RUB,0,65101015,1700676786,153472.0,0.034913,0.2706,0.1421,1.0,1670666609.389684,11756978250.4552,0.14,0.003352284
68526,2011-09-19,1687,EG20PL,EGS3H051C012,602067,ALEXANDRIA CEMENT,EG,EGP,0,50101030,69146711,43469.0,15.0,0.12,0.12,1.0,77722747.67445993,647689563.9538329,0.12,0.000136298
68532,2011-09-19,1687,EG2095,EGS33041C012,672579,ORIENTAL WEAVERS,EG,EGP,0,40202015,23406065,39242.0,30.0,0.05,0.05,1.0,22676696.65578769,453533933.1157538,0.05,4.61e-05
68539,2011-09-19,1687,EG10OJ,EGS30201C015,610884,DELTA SUGAR,EG,EGP,0,45102035,30468665,7224.0,22.179993,0.06,0.07,1.0,32247887.11586199,460684101.6551712,0.07,6.01e-05
68706,2011-12-19,1678,KR107J,KR7071320006,B3KRMP,KDHC,KR,KRW,0,65101010,29725367,228774.0,61000.0,0.2501,0.0501,1.0,30966113.17605384,618086091.3384,0.05,6.67e-05
68820,2011-12-19,1678,412532,TRABRISA91E3,B03MQ6,BRISA BRIDGESTONE SABANCI,TR,TRY,0,40101015,67625368,35434.0,143.5,0.1275,0.1275,1.0,74627822.94043781,585316258.356375,0.13,0.000151667
69278,2011-12-19,1678,TH501G,TH0219010004,690707,TIPCO ASPHALT,TH,THB,0,50101035,20843175,35646.0,51.75,0.45,0.45,0.1845356,21031710.627604116,253268934.1677657,0.08,4.67e-05
69390,2011-12-19,1678,MY23K9,MYL7277OO006,B00MRS,DIALOG GROUP,MY,MYR,0,60101030,196628219,41951.0,2.3899994,0.12,0.12,1.0,180978917.76056713,1508157648.0047262,0.12,0.000440989
69432,2011-12-19,1678,CN8B0I,BMG2157E1093,618534,CHINA POWER CLENDV.,CN,HKD,0,65101010,50725647,39129.0,0.33499998,0.53,0.13,1.0,44185876.73951481,339891359.5347293,0.13,0.000113765
69463,2011-12-19,1678,CN8D3N,KYG9884T1013,B51QBN,YUZHOU GROUP HOLDINGS COMPANY,CN,HKD,0,35101010,18129600,215894.0,1.8999997,0.03,0.03,1.0,17593715.459528968,586457181.984299,0.03,4.07e-05
69606,2011-12-19,1678,IN02NU,INE589G01011,B0PDQG,Bombay Rayon,IN,INR,0,40204020,83937287,30419.0,253.05,0.6286,0.6286,0.2009227,80872617.49781765,640321548.6465001,0.13,0.000188251
69612,2011-12-19,1678,IN02CJ,INE376G01013,674125,Biocon,IN,INR,0,20103010,39036898,18650.0,318.65,0.4059,0.4059,0.104272,51667759.752838895,1220767269.0000002,0.04,8.76e-05
69627,2011-12-19,1678,IN068J,INE780C01023,633063,JM Financial,IN,INR,0,30202000,22278535,4996.0,15.25,0.4969,0.4969,0.2598108,28276151.40218794,219025208.0143125,0.13,5e-05
69646,2011-12-19,1678,IN17W9,INE619I01012,B517B1,A2Z INFRA ENGR.,IN,INR,0,50101015,15199033,244673.0,121.35,0.34,0.34,0.3252941,19070283.387630515,172425718.10293692,0.11,3.41e-05
69652,2011-12-19,1678,IN05Z9,INE091G01018,B04GKH,Jai Balaji,IN,INR,0,55102010,2045745,148594.0,51.6,0.7137,0.7137,0.0697772,3139514.751529138,63042480.536831275,0.05,4.59e-06
69687,2011-12-19,1678,IN043C,INE188A01015,641888,FERT.& CHEMS.TRAVANCORE,IN,INR,0,55201015,2463752,5162.0,24.149994,0.01,0.01,1.0,2993356.7911542947,299335679.11542946,0.01,5.53e-06
69697,2011-12-19,1678,IN117E,INE944F01028,B0VY3T,Radico Khaitan,IN,INR,0,45101015,16394676,21239.0,119.4,0.7486,0.7486,0.0744056,16882412.728381705,303095206.1192078,0.06,3.68e-05
69700,2011-12-19,1678,IN089M,INE542F01012,B2NXD2,Pipavav Shipyard,IN,INR,0,50206060,33378256,215091.0,59.6,0.4543,0.4543,0.086947,30024466.25840094,760112644.5547214,0.04,7.49e-05
69737,2011-12-19,1678,IN06AL,INE824G01012,B0BV6C,Jindal South Wes,IN,INR,0,30202010,8056061,147921.0,406.95,0.7112,0.7112,0.1401856,8626477.025928777,86524344.39999938,0.1,1.81e-05
69740,2011-12-19,1678,IN02W3,INE483A01010,B236VP,Central Bank IN,IN,INR,0,30101010,125928366,141232.0,89.8,0.1303,0.1303,1.0,144931604.1537421,1112291666.5674758,0.13,0.000282426
69743,2011-12-19,1678,IN09Q4,INE671H01015,B1BL58,Sobha Developers,IN,INR,0,35101010,51967806,33906.0,235.25,0.395,0.395,0.3235443,56475288.51871149,441903671.2172691,0.13,0.000116551
69760,2011-12-19,1678,IN0AJY,INE517B01013,632606,Tata Tele Ma,IN,INR,0,15102015,57232571,11956.0,14.35,0.2227,0.2227,0.5336507,61977000.72086564,521498729.77806586,0.12,0.000128359
69774,2011-12-19,1678,IN02HO,INE457A01014,B00PVH,BANK OF MAHARASHTRA,IN,INR,0,30101010,53737014,18815.0,44.9,0.1419,0.1419,1.0,58791151.86845552,414313966.6557824,0.14,0.000120519
69784,2011-12-19,1678,IN05AK,INE176B01026,670977,Havells India,IN,INR,0,50202010,90880769,4741.0,413.75,0.4679,0.4679,0.214362,99186995.37416308,988903443.1706145,0.1,0.000203823
69791,2011-12-19,1678,IN08CP,INE347G01014,B00KT6,Petronet Lng,IN,INR,0,65102020,200475679,18651.0,164.9,0.4,0.4,0.22,208474804.25052115,2369031866.483195,0.09,0.000449618
69798,2011-12-19,1678,IN097L,INE027A01015,610110,Rashtriya Chem,IN,INR,0,55201000,34291125,5156.0,56.45,0.075,0.075,1.0,44741216.05844613,596549547.4459485,0.08,7.69e-05
69812,2011-12-19,1678,IN0AGV,INE256C01024,B05N27,TRIVENI ENGR.& INDS.,IN,INR,0,45102035,8904418,45276.0,13.45,0.3,0.28,0.4666667,8681479.56387684,66439889.8758,0.13,2e-05
69824,2011-12-19,1678,IN01GM,INE434A01013,658036,ANDHRA BANK,IN,INR,0,30101010,125617117,6622.0,99.6,0.335,0.335,0.4164179,148930949.9476071,1067605402.7543082,0.14,0.000281728
69843,2011-12-19,1678,IN017D,INE421A01028,B07Y0K,Aban Offshore,IN,INR,0,60101015,13254556,4952.0,350.0,0.5603,0.5603,0.0867392,14161768.258180765,291394565.933625,0.05,2.97e-05
69917,2011-12-19,1678,EG2095,EGS33041C012,672579,ORIENTAL WEAVERS,EG,EGP,0,40202015,22409515,39242.0,30.25,0.05,0.05,1.0,22669414.65789553,453388293.1579106,0.05,5.03e-05
69929,2011-12-19,1678,EG10OJ,EGS30201C015,610884,DELTA SUGAR,EG,EGP,0,45102035,28807571,7224.0,19.609986,0.07,0.07,1.0,28266597.53328703,403808536.1898147,0.07,6.46e-05
69934,2011-12-19,1678,EG20PL,EGS3H051C012,602067,ALEXANDRIA CEMENT,EG,EGP,0,50101030,63647404,43469.0,12.81,0.12,0.12,1.0,65805532.49675568,548379437.472964,0.12,0.000142745
70043,2011-12-19,1678,BR15IQ,BRPRTXACNOR9,B4XY33,PORTX ON NM,BR,BRL,0,50206060,9578298,243998.0,1.4399996,0.01,0.01,1.0,7929735.068398998,792973506.8398998,0.01,2.15e-05
70081,2011-12-19,1678,PH30BK,PHY1234G1032,B2NRDY,CEBU AIR,PH,PHP,0,40501010,99510529,243033.0,70.0,1.0,0.33,0.330546,106350970.90035856,974979789.1822194,0.11,0.000223178
70135,2011-12-19,1678,ID2041,ID1000105604,B1W567,GLOBAL MEDIACOM,ID,IDR,0,40301035,211370581,3926.0,980.0,0.32,0.32,0.4325,206037404.4266792,1488709569.5569305,0.14,0.000474052
70142,2011-12-19,1678,ID0140,ID1000107204,667177,PAKUWON JATI,ID,IDR,0,35101010,20451211,35007.0,830.0,0.27,0.02,1.0,18272612.98557174,913630649.2785869,0.02,4.59e-05
70154,2011-12-19,1678,ID12FD,ID1000117609,B3R589,BUMI RESOURCES MINERALS,ID,IDR,0,55102000,197991268,244138.0,550.0,0.13,0.13,1.0,200581289.99097446,1542932999.9305727,0.13,0.000444046
70213,2011-12-19,1678,EV060,RU000A0JPNM1,B5B2VL,INTER RAO UES,RU,RUB,0,65101015,1368079743,153472.0,0.033998,0.1421,0.1421,1.0,1528253293.0147653,10754773349.857601,0.14,0.003068265
70233,2012-03-19,1759,IN02W3,INE483A01010,B236VP,Central Bank IN,IN,INR,0,30101010,169651002,141232.0,102.05,0.1303,0.1303,1.0,175439853.8226235,1346430190.503634,0.13,0.000300329
70239,2012-03-19,1759,IN09Q4,INE671H01015,B1BL58,Sobha Developers,IN,INR,0,35101010,76860214,33906.0,284.0,0.395,0.395,0.3321519,74555320.15523463,568257011.2126992,0.13,0.000136064
70254,2012-03-19,1759,IN02HO,INE457A01014,B00PVH,BANK OF MAHARASHTRA,IN,INR,0,30101010,69192710,18815.0,52.8,0.1419,0.1419,1.0,73642417.35106185,518974047.57619345,0.14,0.00012249
70266,2012-03-19,1759,IN06AL,INE824G01012,B0BV6C,Jindal South Wes,IN,INR,0,30202010,16366504,147921.0,875.25,0.7112,0.7112,0.1401856,19763006.88451685,198224745.61930314,0.1,2.9e-05
70285,2012-03-19,1759,IN043C,INE188A01015,641888,FERT.& CHEMS.TRAVANCORE,IN,INR,0,55201015,4244246,5162.0,34.849991,0.01,0.01,1.0,4601215.919631918,460121591.9631918,0.01,7.51e-06
70304,2012-03-19,1759,IN05AK,INE176B01026,670977,Havells India,IN,INR,0,50202010,146623592,4741.0,542.6,0.4679,0.4679,0.214362,138555893.2407582,1381414966.553744,0.1,0.000259565
70306,2012-03-19,1759,IN0AJY,INE517B01013,632606,Tata Tele Ma,IN,INR,0,15102015,64182766,11956.0,15.8,0.2227,0.2227,0.5336507,72688252.2445453,611627390.3934823,0.12,0.000113621
70342,2012-03-19,1759,IN117E,INE944F01028,B0VY3T,Radico Khaitan,IN,INR,0,45101015,17329271,21239.0,117.85,0.7486,0.7486,0.0724018,17271577.23427485,318663860.22041285,0.05,3.07e-05
70377,2012-03-19,1759,IN07MY,INE870H01013,B1JRSG,NETWORK 18 MEDIA & INVS.,IN,INR,0,40301035,14414531,34546.0,41.2,0.4471,0.14,1.0,16781620.513986163,119868717.957044,0.14,2.55e-05
70381,2012-03-19,1759,IN068J,INE780C01023,633063,JM Financial,IN,INR,0,30202000,29770267,4996.0,18.3,0.4969,0.4969,0.2598108,36143485.353424884,279965059.08097506,0.13,5.27e-05
70391,2012-03-19,1759,IN02CJ,INE376G01013,674125,Biocon,IN,INR,0,20103010,40348215,18650.0,275.5,0.4059,0.4059,0.104272,47583435.771316364,1124265910.0,0.04,7.14e-05
70395,2012-03-19,1759,IN05Z9,INE091G01018,B04GKH,JAI BALAJI INDS.,IN,INR,0,55102010,7910869,148594.0,38.9,0.7137,0.58,0.2498276,7335506.182350442,50624608.53936213,0.14,1.4e-05
70406,2012-03-19,1759,IN089M,INE542F01012,B2NXD2,Pipavav Shipyard,IN,INR,0,50206060,42500933,215091.0,75.6,0.4543,0.4543,0.0843055,39335133.0438173,1027027276.7774644,0.04,7.52e-05
70421,2012-03-19,1759,IN11X4,INE501A01019,637475,Deepak Fert,IN,INR,0,55201015,36408511,2400.0,155.85,0.611,0.611,0.2291506,39271671.16048521,280489865.1131229,0.14,6.45e-05
70434,2012-03-19,1759,IN097L,INE027A01015,610110,Rashtriya Chem,IN,INR,0,55201000,52631832,5156.0,66.15,0.075,0.075,1.0,55847298.71355312,744630649.5140417,0.08,9.32e-05
70441,2012-03-19,1759,IN01GM,INE434A01013,658036,ANDHRA BANK,IN,INR,0,30101010,190510911,6622.0,130.9,0.335,0.335,0.4164179,208494091.97749034,1494581341.9965951,0.14,0.000337257
70450,2012-03-19,1759,IN017D,INE421A01028,B07Y0K,Aban Offshore,IN,INR,0,60101015,18995530,4952.0,495.1,0.5603,0.5603,0.0867392,21338842.13967802,439071062.9815373,0.05,3.36e-05
70472,2012-03-19,1759,IN02BI,INE294A01037,614350,Ballarpur Indu,IN,INR,0,55101015,38572022,26552.0,24.6,0.4439,0.4439,0.2863257,41922215.4479023,329836527.3677695,0.13,6.83e-05
70478,2012-03-19,1759,IN0AGV,INE256C01024,B05N27,TRIVENI ENGR.& INDS.,IN,INR,0,45102035,12181703,45276.0,18.649994,0.28,0.28,0.5,13738579.683268184,98132712.02334416,0.14,2.16e-05
70483,2012-03-19,1759,IN17W9,INE619I01012,B517B1,A2Z INFRA ENGR.,IN,INR,0,50101015,9868352,244673.0,121.04999,0.28,0.28,0.2117857,10864510.649321977,183212670.86294538,0.06,1.75e-05
70571,2012-03-19,1759,HK18LV,KYG203911014,B3PS5G,CHANGYOU ALLIANCE GROUP,CN,HKD,0,50206015,3751334,242323.0,1.3699999,0.04,0.04,1.0,5652615.203400321,141315380.08500803,0.04,6.64e-06
70604,2012-03-19,1759,CN8D3N,KYG9884T1013,B51QBN,YUZHOU GROUP HOLDINGS COMPANY,CN,HKD,0,35101010,15211453,215894.0,1.8799992,0.03,0.03,1.0,17452966.018389374,581765533.9463125,0.03,2.69e-05
70638,2012-03-19,1759,CN8B0I,BMG2157E1093,618534,CHINA POWER CLENDV.,CN,HKD,0,65101010,46901894,39129.0,0.38999999,0.13,0.13,1.0,51571627.677913964,396704828.2916459,0.13,8.3e-05
71131,2012-03-19,1759,KR107J,KR7071320006,B3KRMP,KDHC,KR,KRW,0,65101010,26363055,228774.0,53700.0,0.0501,0.0501,1.0,27845973.20223079,555807848.34792,0.05,4.67e-05
71470,2012-03-19,1759,BR15IQ,BRPRTXACNOR9,B4XY33,PORTX ON NM,BR,BRL,0,50206060,17673934,243998.0,2.7099991,0.01,0.01,1.0,15665169.44705538,1566516944.705538,0.01,3.13e-05
71473,2012-03-19,1759,BR10DG,BRGOLLACNPR4,B01NTS,GOL LINHAS AEREAS S.A. - PREF,BR,BRL,0,40501010,37364125,19191.0,14.99,0.7157,0.7157,0.048484,40401000.30665024,1164293997.2277534,0.03,6.61e-05
71678,2012-03-19,1759,EG10OJ,EGS30201C015,610884,DELTA SUGAR,EG,EGP,0,45102035,29329217,7224.0,18.26999,0.07,0.07,1.0,30154911.162696015,430784445.1813716,0.07,5.19e-05
71694,2012-03-19,1759,EG20PL,EGS3H051C012,602067,ALEXANDRIA CEMENT,EG,EGP,0,50101030,96105015,43469.0,14.3,0.12,0.12,1.0,73143419.07007919,609528492.25066,0.12,0.000170133
71750,2012-03-19,1759,412532,TRABRISA91E3,B03MQ6,BRISA BRIDGESTONE SABANCI,TR,TRY,0,40101015,80385235,35434.0,165.0,0.1275,0.1275,1.0,89669788.90340626,703292461.9875001,0.13,0.000142304
71783,2012-03-19,1759,EV008,RU0009028674,B5902M,ACRON,RU,RUB,0,55201015,281680798,136319.0,1365.0,0.1984,0.1354,1.0,301683107.6779884,2228087944.446,0.14,0.000498653
71831,2012-03-19,1759,ID00QL,ID1000072309,601661,HOLCIM INDONESIA,ID,IDR,0,50101030,293948806,34491.0,2300.0,0.14,0.14,1.0,273299095.1488448,1952136393.9203196,0.14,0.000520371
